Text,Language
ബുഷ്.,Malayalam
"കഴിഞ്ഞ രാത്രി നന്നായി അമ്മ ഇത് ഒരു അത്ഭുതകരമായ സ്വപ്നമായിരുന്നു, എന്റെ അടുത്ത് വന്ന ഈ രാജകുമാരൻ ഉണ്ടായിരുന്നുവെന്ന് നിങ്ങൾക്കറിയാം.",Malayalam
ക്യാച്ച് -22 എന്ന പദം ഉപയോഗിക്കാൻ.,Malayalam
നാല്പത്തഞ്ച് ലക്ഷത്തിനടുത്ത് ലേഖനങ്ങളുള്ള വിക്കിപീഡിയയുടെ ഇംഗ്ലീഷ് പതിപ്പാണ് ഈ സംരംഭത്തിന്റെ പതാകവാഹക‍.,Malayalam
നിർദ്ദേശങ്ങൾ.,Malayalam
ലേഖനത്തെ തിരുത്തൽ യുദ്ധത്തിൽ നിന്നും സംരക്ഷിക്കേണ്ട ചുമതലയും പലപ്പോഴും ഇവർക്കാണ്.,Malayalam
എനിക്ക് കഴിയില്ലെന്ന് ഞാൻ ഭയപ്പെടുന്നു.,Malayalam
വിവരത്തെ പല വിഭാഗങ്ങളായ് വേർതിരിക്കുന്നത് ഈ തത്ത്വം പ്രയോഗിച്ചുകൊണ്ടാണ്.,Malayalam
ഇല്ല ഒരിക്കലും ഇല്ല.,Malayalam
നഷ്ടം (Loss) പരമാവധി കുറഞ്ഞ ഗുണാങ്ക വിലകൾ വേണം കണ്ടെത്താൻ.,Malayalam
ഒരു കർഷകൻ കൃഷിയെപറ്റിയുള്ള അനേകം നാട്ടറിവുകൾ പങ്കുവയ്ക്കുന്നു... അങ്ങനെ അങ്ങനെ അനേകം ചെറുതുള്ളികൾ ചേർന്നൊരു പെരുമഴയാവുകയാണ്.,Malayalam
അത് പരാമർശിക്കരുത്.,Malayalam
ഞാൻ ഇവിടെ ചാടിയാൽ നിങ്ങൾക്ക് പ്രശ്നമുണ്ടോ?,Malayalam
ഞാൻ എന്നെ മറയ്ക്കാൻ കഴിയുമോ?,Malayalam
പല ഉപയോക്താക്കളും ലോഗിൻ ചെയ്യാതെ തിരുത്തലുകൾ നടത്തുവാൻ ഇഷ്ടപ്പെടുന്നു.,Malayalam
വിക്കിപീഡിയയിൽ രജിസ്റ്റർ ചെയ്യുന്നതിലൂടെയാണ് വിക്കിപീഡിയരുടെ എണ്ണം കണക്കാക്കുന്നത്.,Malayalam
പല ഇംഗ്ലീഷ് പദങ്ങൾക്കും തുല്യമായ മലയാളം പദമില്ലാത്തതിനാൽ ചിലർ അവിടെ അതേ പദം തന്നെ മലയാളം ലിപിയിൽ ഉപയോഗിക്കുന്നു.,Malayalam
ഇന്ന് രാത്രി അത്താഴത്തിന് പിസ്സ കഴിക്കുന്നതിനെക്കുറിച്ച്?,Malayalam
"നാർസിസ ആദ്യം പാടുപെട്ട വഴികൾ മാറ്റി, പക്ഷേ പതുക്കെ ക്ഷമയോടെ അവൾ ഒരുപാട് സുന്ദരിയാകാൻ തുടങ്ങി ഒരു ദിവസം മെല്ലിയും ടെറിയും മരിയനെ വീണ്ടും കാണാൻ വന്നു ഓ ഹലോ നിങ്ങൾ രണ്ടുപേരും അതിനാൽ മരിയൻ ഞങ്ങളോട് പറയുക.",Malayalam
"Graças à colaboração de voluntários, não raro consultores e editores wiki mesclam-se numa só pessoa.",Portugeese
"A interface do usuário e parte do conteúdo do ""Projeto Domesday"" foram emulados em um site até 2008.",Portugeese
você saberia onde fica a biblioteca?,Portugeese
"A maioria dos artigos são escritos sobre a América do Norte, Europa e Ásia Oriental, com muito pouca cobertura de grandes partes do mundo em desenvolvimento, incluindo a maior parte da África.",Portugeese
é você sabe.,Portugeese
"[201][202][203] O Wikipedia Watch criticou o site em 2006, quando listou dezenas de exemplos de plágio cometidos pelos editores da Wikipédia em inglês.",Portugeese
"O frequente crítico da Wikipédia, Andrew Orlowski, comentou: ""Mesmo quando uma página na Wikipédia é 100 por cento correta factualmente, e esses fatos são cuidadosamente escolhidos, muitas vezes o resultado parece como se tivesse sido traduzido de uma língua para outra, em seguida para uma terceira, em todos os estágios passando pelas mãos de tradutores incompetentes.",Portugeese
"eles são bons para você, seria melhor sem você e este é um significado negativo, então realmente ouça a entonação.",Portugeese
se alguém está chorando e não quer.,Portugeese
"Novos projetos inspirados na Wikipédia — como o Citizendium, Scholarpedia, Conservapedia e o Knol, da Google, onde os artigos são um pouco mais ensaísticos[40] — foram iniciados para tratar de limitações de percepção da Wikipédia, como suas políticas sobre revisão por pares, pesquisa original e publicidade comercial.",Portugeese
"[32] A política do ""ponto de vista neutro"" da Wikipédia""[nota 3] foi codificada em seus meses iniciais e era semelhante à política anterior da Nupedia de ""não-parcialidade"".",Portugeese
"[68][69] A utilização de arquivos de mídia (por exemplo, arquivos de imagem) varia entre as várias edições em diferentes idiomas.",Portugeese
"oh, isso é quase louco.",Portugeese
na caixa de descrição para isso e agora a dica secreta A dica secreta para soar fluente é não usar mais do que uma palavra ou frase inteligente que às vezes conheço.,Portugeese
Eu não estava ouvindo porque talvez você estivesse ocupado.,Portugeese
a economia tem estado muito lenta este ano ou o jogo acelerou após um início lento.,Portugeese
"A Wikipédia em inglês passou a marca dos dois milhões de artigos em 9 de setembro de 2007, tornando-a a maior enciclopédia já construída, superando até mesmo a Enciclopédia Yung-lo Ta-tien (1407), que detinha esse recorde desde há exatamente 600 anos.",Portugeese
"Ele disse que a falta de tal liberdade força a Wikipédia, ""o sétimo site mais consultado"", a proibir todas as imagens de edifícios modernos italianos e de obras de arte e que isso era extremamente prejudicial para as receitas turísticas.",Portugeese
"Arquivos de mídia cobertos por licenças de conteúdo livre (por exemplo, CC-BY-SA) são compartilhados entre as diferentes edições da Wikipédia através do repositório Wikimedia Commons, um projeto também operado pela Fundação Wikimedia.",Portugeese
"[34] Em 10 de janeiro de 2001, Larry Sanger propôs na lista de discussão da Nupedia a criação de um wiki como um projeto ""alimentador"" para a Nupedia.",Portugeese
"[216] Em janeiro de 2006 um tribunal alemão ordenou o fechamento da Wikipédia em alemão na Alemanha por ter publicado o nome completo do Boris Floricic, também conhecido como ""Tron"", um hacker que era antigamente membro do Chaos Computer Club.",Portugeese
"prepare-se para a cama mãe, eu realmente espero que meu sonho se torne realidade, você sabe, oh narcisa no dia seguinte como narcisa e sua mãe estavam fora em seu jardim lindo.",Portugeese
Possíveis explicações para esse fenômeno são que tais usuários só se inscrevem para uma única finalidade ou são assustados por suas experiências.,Portugeese
"mas estava com o coração partido por tudo que era intragável, ela logo começou a chorar eu não quero isso, mas a comida é muito boa.",Portugeese
não muito.,Portugeese
"[107] Em janeiro de 2020 havia 277 versões ativas da Wikipédia em diferentes idiomas, das quais 16 possuíam mais de um milhão de artigos e 43 tinham mais de 200 000 artigos.",Portugeese
você pode pedir desculpas.,Portugeese
"[149] A Wikipédia atualmente roda em clusters de servidores dedicados Linux (principalmente Ubuntu),[150][151] com algumas máquinas OpenSolaris com sistemas de arquivos ZFS.",Portugeese
[91] A Wikipédia não exige que seus usuários forneçam a sua identificação.,Portugeese
"[167][168] O website do Parlamento do Canadá refere-se ao artigo da Wikipédia sobre casamento homossexual no ""links relacionados"" de sua lista de ""leitura adicional"" do ""Civil Marriage Act"".",Portugeese
o pão de ouro era uma vez em uma pequena aldeia onde vivia uma mulher chamada marion.,Portugeese
Como você sabe?.,Portugeese
Eu amo você me vendeu porque às vezes as pessoas descrevem sua viagem ou alguém que compraram e descrevem muito bem.,Portugeese
"[182] Em um episódio de 30 Rock, Pete e Frank adicionam informações sem sentido para a página Janis Joplin da Wikipédia depois de Jenna dizer que ela deveria procurá-la para saber mais sobre ela, pois, uma vez que a Wikipédia poderia ser editada por qualquer pessoa, foi a pesquisa mais informativa, pois eles descobrem mais a cada dia.",Portugeese
"A preferência do projeto pelo consenso sobre credenciais foi rotulada como ""anti-elitismo"".",Portugeese
"Wales realizou um estudo onde constatou que mais de 50% de todas as edições são feitas por apenas 0,7% dos usuários (ou seja, 524 pessoas em 2006, ano da pesquisa).",Portugeese
"essa é uma ótima piada, então a frase é boa.",Portugeese
"Estas diferenças podem levar a alguns conflitos sobre diferenças de grafia (por exemplo trem ou comboio, goleiro ou guarda-redes) ou pontos de vista.",Portugeese
"No mesmo artigo Jenny Fry (um pesquisador do Oxford Internet Institute) comentou sobre acadêmicos que citam a Wikipédia, dizendo que: ""Você não pode dizer que as crianças são intelectualmente preguiçosas porque elas estão usando a Internet, quando os acadêmicos estão usando os motores de busca em suas pesquisas.",Portugeese
Os fatores consistência e qualidade são constantemente monitorados por wikipedistas mais ativos.,Portugeese
"A nova ferramenta virtual indica que usuários de computadores da Agência Central de Inteligência (CIA), do Federal Bureau of Investigation (FBI), do Vaticano, do Partido Trabalhista do Reino Unido, das Organização das Nações Unidas, da Dell Computers, do Walmart, da Microsoft e da Apple,[122] dentre muitos outros, são responsáveis por edições nos textos do site Wikipédia.",Portugeese
"[190] A Wikipédia também foi indicada para ""Melhores Práticas"" do Webby.",Portugeese
"[213] O porta-voz da Wikimedia Foundation, Jay Walsh, disse que a Wikipédia não possui ""material que consideremos ilegal.",Portugeese
"Estou tão feliz que tenham sido 50 frases em inglês, me digam se isso foi útil, curtindo este vídeo e comentando abaixo se vocês souberem de mais alguma frase legal.",Portugeese
é como se não importasse.,Portugeese
"tem ela, eu acho que ela não iria querer mais pão de ouro agora hein, você sabe.",Portugeese
"Olá pessoal, sejam bem vindos ao meu canal neste vídeo.",Portugeese
"O conteúdo da Wikipédia é publicado fora do site Wikipédia em muitas formas, tanto online como offline.",Portugeese
"e você está pronto para ir e se você gostou deste vídeo, não se esqueça de nos dar um polegar para cima com um comentário.",Portugeese
Burocratas e verificadores são dois outros cargos que podem ser atribuídos a editores.,Portugeese
"Nenhum artigo ou o seu conteúdo é propriedade do seu criador ou de qualquer outro editor, ou é avaliado por qualquer autoridade reconhecida; ao contrário, os conteúdos são acordados por consenso.",Portugeese
"Preocupações têm sido levantadas quanto à falta de responsabilidade que resulta do anonimato dos usuários,[132] a inserção de informações falsas,[133] vandalismos e problemas semelhantes.",Portugeese
cuidar.,Portugeese
"К концу 2002 года она достигла 26 языковых разделов, 46 к концу 2003 года и 161 к последним дням 2004 года[38].",Russian
"не волнуйтесь, не беспокойтесь, а это значит, не беспокойтесь об этом.",Russian
"В октябре 2007 года статья Reuters, озаглавленная «Страница Википедии — последний символ статуса», сообщила о том, как наличие статьи в Википедии подтверждает статус знаменитости[129].",Russian
"я не уверен, что согласен.",Russian
"я облажался, я облажался, если ты хочешь, чтобы кто-то работал вместо меня, ты можешь сказать.",Russian
"Википедия была также использована в качестве источника в журналистике[118], иногда без указания авторства, а также несколько журналистов были уволены за плагиат из Википедии[119][120][121].",Russian
"вы можете сделать это, если у кого-то все хорошо, вы можете сказать им, продолжайте в том же духе, продолжайте в том же духе, например, будьте такими же хорошими, как вы, и продолжайте в том же духе, продолжайте быть еще одна фраза разговорная, и это то, что американцы сказать.",Russian
"Ты можешь прикрыть меня, как ты можешь работать вместо меня, пока я?",Russian
"Википедия работала на одном сервере до 2004 года, когда настройка сервера была расширена в распределённую многоуровневую архитектуру.",Russian
"было бы хорошо, если бы я взял выходной завтра?",Russian
Это хороший вопрос.,Russian
Обработка мультимедийных файлов (например файлов изображений) различна в разных языковых версиях.,Russian
"скажите им, может быть, я тупой, но я не знаю, почему вы так расстроены, умное слово номер 10 - вялый, вялый, вялый означает двигаться медленно, чтобы двигаться в более медленном темпе.",Russian
"Итак, сегодня мы собираемся выучить 10 новых умных слов, их значения, корневые слова и примеры предложений, так что давайте приступим, привет всем, и вы смотрите.",Russian
"В рамках статьи Википедии все мнения и точки зрения должны иметь соответствующую долю освещения по данному вопросу, если они имеют свои подтверждения во внешних источниках[27].",Russian
"Переводные статьи представляют лишь небольшую долю статей в большинстве разделов, в частности потому, что автоматизированный перевод статей не разрешён[65].",Russian
"или тупоумный теперь вы слышали слово «тупой» в геометрии тупой угол и острый угол, поэтому тупой угол - это угол больше 90 градусов, но меньше 180 градусов.",Russian
Эти особенности приводят к большому разнообразию методов машинного обучения.,Russian
Она содержит более 40 миллионов[1] статей.,Russian
"Неважно, я думаю, со временем она вырастет, чтобы научиться, давай поговорим о другом.",Russian
"Другие могут опираться на утверждение Википедии о том, что любой может править, — например «The Negotiation», эпизод сериала «Офис», где персонаж Майкл Скотт заявил: «„Википедия“ — лучшая вещь на свете.",Russian
"ты можешь говорить немного помедленнее, Пожалуйста?",Russian
"У журнала есть также офисы в Нью-Йорке, Сан-Франциско, Вашингтоне, Токио, Париже, Мюнхене и Бейзингстоке.",Russian
делать запросы.,Russian
Машинное обучение имеет широкий спектр приложений[источник не указан 2653 дня]: Сфера применений машинного обучения постоянно расширяется.,Russian
"фраза номер два, когда вы не видели кого-то какое-то время, вы говорите ему, что давно не виделись, это означает, что вы не видели этого человека, может быть, недели или месяцы долгое время не видели номер фразы.",Russian
"когда она остановилась, красивый мужчина вышел из нее и посмотрел на Нарцису, она была полностью поражена тем, насколько он красив, моя мечта на самом деле сбывается ммм.",Russian
"теперь, позже Мелли и Терри помахали на прощание своему старому другу и ушли, тайно улыбаясь друг другу в ту ночь, мать и дочь.",Russian
Nature редактируется в Великобритании издательством Nature Publishing Group и издаётся в Лондоне.,Russian
"«Отделения Викимедиа») и местные ассоциации википедистов, которые также участвуют в продвижении, развитии и финансировании проекта.",Russian
"В сентябре 2008 года Википедия получила награду «Квадрига» A Mission of Enlightenment от Werkstatt Deutschland вместе с Борисом Тадичем, Eckart Höfling и Питером Габриэлем.",Russian
"Если это действительно то, чего ты хочешь, я отведу тебя домой, Терренс принял плачущий и несчастный.",Russian
"— хотя в основном в качестве поддерживающей информации, а не информации, имеющей решающее значение для дела[114].",Russian
Политика «нейтральной точки зрения» в Википедии[37] была введена в первые месяцы и была аналогична ранней политике «непредубеждения» в «Нупедии».,Russian
"В июле 2002 года («Фаза III») Википедия перешла на третье поколение программного обеспечения, движок MediaWiki, первоначально написанный Даниэлем Ли Крокером.",Russian
я не мог согласиться с этим.,Russian
"Участники Википедии с хорошей репутацией в сообществе могут баллотироваться на один из многих уровней добровольного руководства; это начинается с «администратора»[48], самой большой группы привилегированных пользователей (1594 учётных записей в английской Википедии, по состоянию на 30 сентября 2008 года), которые имеют возможность удаления страниц, блокировки статей от изменений в случае вандализма или редакторских споров и блокировки участников.",Russian
"На 30 июня 2015 года существует 290 языковых разделов Википедии, из них 51 раздел содержит более 100 000 статей, а 237 — более 1000 статей[57].",Russian
Википедия также создала формы воздействия на средства массовой информации (СМИ).,Russian
"MediaWiki предоставляет интерфейс для работы с базой страниц, разграничение прав доступа к администрированию системы, возможность обработки текста как в собственном формате, так и в форматах HTML и TeX (для формул), возможность загрузки изображений и других файлов, а также другие возможности.",Russian
"и сказал, что хочет жениться на мне, он приехал в золотой карете, и он был одет сверху донизу и тоже золотом, что за глупый сон.",Russian
"было бы здорово, там где-то есть красная кнопка.",Russian
"он был красив, он вообще не заботился обо мне, но моя дорогая, ты понимаешь, что именно так ты относился к другим, я знаю, мне очень жаль, как я вела себя, мама, о нет, все в порядке, раз ты видела.",Russian
"приготовилась ко сну, мама, я действительно надеюсь, что моя мечта сбудется, ты знаешь, о Нарцисса, на следующий день, когда Нарциса и ее мать были в саду в красивом месте.",Russian
конечно продолжай.,Russian
"Нарцис дома в карете она начала глубоко думать о выборе, который она сделала, когда вернулась домой.",Russian
ты качаешься рок?,Russian
"огромного и великолепного золотого замка Нарциса была поражена всей красотой, которую она увидела, я знал, что заслуживаю столько богатств, я знал, что вам это понравится, все, что вы хотите, вы найдете здесь, от самых красивых платьев до самых вкусных блюд все это в моем дворце, хорошо говоря о еде, я действительно голоден после этой поездки.",Russian
"Это простая задача означает, что это действительно простое решение для вас, если вы сделали что-то не так и признаете это, вы можете сказать, что я облажался, да, ребята.",Russian
"нет, я так не думаю.",Russian
"поскольку ее красота была известна повсюду, но она отвергла их всех очень грубо, почему ты вчера прогнала этих мужчин, они казались милыми, ты не можешь быть серьезной мамой, одна из них.",Russian
"в этом видео я дам вам 100 общих и очень полезных предложений, которые вы можете использовать в разговоре.",Russian
"Он утверждал, что количество ссылок на Википедию в популярной культуре таково, что этот термин является одним из группы избранных существительных XXI века, которые так узнаваемы (Google, Facebook, YouTube), что они больше не нуждаются в объяснениях и находятся на одном уровне с такими терминами XX века, как Hoovering или Coke.",Russian
Tengo una cita con mis amigos esta noche o me voy a encontrar con mis amigos mañana.,Spanish
"Por esta razón, lo realmente valioso puede aparecer en las discusiones y no el artículo, como confirma Ndesanjo Macha.",Spanish
"Lo arruiné, lo arruiné si quieres que alguien trabaje en mi lugar, puedes decir.",Spanish
"oh mamá, te amo tanto y tenías razón, las apariencias y las riquezas no lo son todo, el pan de oro era inútil porque no podía comerlo y el hombre a pesar de todo él era guapo, no se preocupaba por mí en absoluto, pero querida, ¿te das cuenta de que esa es exactamente la forma en que trataste a los demás?",Spanish
¿Cómo están las cosas?,Spanish
"La Wikipedia en español, creada meses después, heredó el nombre.",Spanish
No tengo la libertad de decirlo.,Spanish
"Gracias de antemano si alguien cometió un error, y está realmente molesto por eso.",Spanish
[220]​ Algunas empresas han intentado en repetidas ocasiones manipular la información que aparece sobre ellas en Wikipedia enfatizando los aspectos positivos y suavizando o eliminando los negativos con el fin de mejorar su imagen corporativa.,Spanish
¿Qué tengo toda esa suciedad en mis hermosos dedos?,Spanish
"[39]​
Larry Sanger pasó a colaborar con Wikipedia y trabajó activamente en la organización y directrices del proyecto; se marchó en 2002 por desacuerdos con Wales.",Spanish
"Dado que su belleza era conocida por todas partes, pero ella los rechazó a todos muy groseramente, ¿por qué envió a esos hombres ayer?",Spanish
"Eso sería genial, gracias.",Spanish
"[239]​ Una de las razones  de esa brusca caída puede ser que el buscador da una referencia directa a Wikipedia al lado derecho de la pantalla, lo que quitaría la necesidad de cliquear el enlace.",Spanish
Se está barajando la posibilidad de aplicar la misma medida en la Wikipedia en inglés.,Spanish
"Entre otras cosas, afirmaba que el estudio de Nature fue poco estricto y sesgado, así como que, según su propio estudio, la Britannica continuaba siendo un 24 % más fiable que la Wikipedia.",Spanish
"[110]​ La política que se encarga de combatir dicho problema es el punto de vista neutral, que, básicamente, establece la necesidad absoluta e innegociable de reunir en los artículos susceptibles de polémica todos los puntos de vista significativos.",Spanish
¿Por favor?,Spanish
"Dios mío, una noche cuando estaba durmiendo, su madre se sentó a su lado mirándola.",Spanish
Déjame contestarte eso después.,Spanish
"Tras una votación realizada entre septiembre y noviembre de 2003 por parte de los usuarios de esta, se decidió seguir con el mismo término.",Spanish
"[206]​ Uno de los más controversiales fue Santiago Swallow, conferencista ficticio creado por Kevin Ashton y que fue descubierto al publicarse un artículo de prensa donde el autor declaró que «invirtió 68 dólares para hacerlo famoso».",Spanish
No puedo agradecerles lo suficiente.,Spanish
hazlo agradeciendo de antemano.,Spanish
"[219]​ Opinión contraria a otros autores como Daniel Rodríguez Herrera, para quien la Wikipedia posee una clara tendencia izquierdista, lo cual se comprueba viendo los resúmenes de Stalin y otros dirigentes comunistas que no son llamados en ningún momento ""dictadores"", solamente líderes.",Spanish
Wikipedia ha recibido diversas críticas.,Spanish
"[45]​ En 2007 la versión en inglés superó los 2 millones de artículos, convirtiéndose en la enciclopedia con mayor número de artículos de la historia y superando en ese aspecto a la Yongle Dadian de 1407, que sostuvo el récord durante varios siglos.",Spanish
"y luego sigue adelante y explica dónde llegaste, ¿te entendí bien?",Spanish
"Una vez que la comunidad logra el consenso sobre la aplicación de una norma, todos los editores están obligados a respetarla.",Spanish
gracias por tu esfuerzo.,Spanish
"No, no quiero casarme contigo, quiero ir a casa.",Spanish
Mantente en contacto.,Spanish
"o tonto, ahora has escuchado la palabra obtuso en geometría ángulo obtuso y ángulo agudo, por lo que un ángulo obtuso es un ángulo mayor de 90 grados pero menor de 180 grados.",Spanish
para mí debajo diciéndome cuál de estas 10 palabras es tu favorita y también.,Spanish
"De acuerdo a Christian Stegbauer, un sociólogo alemán, «por el número de colaboradores no puede definirse si Wikipedia es democrática o no».",Spanish
no te preocupes por eso.,Spanish
El catch-22 fue acuñado por joseph heller en su famoso libro del mismo nombre catch-22 cuando describía algunas reglas contradictorias que eran aplicables a los soldados durante la segunda guerra mundial.,Spanish
"¿Puedes esperar un momento, por favor?",Spanish
"[134]​ En las páginas internas de Wikipedia —dirigidas fundamentalmente a los colaboradores—, se anima a los usuarios a participar activamente en el proyecto.",Spanish
Otras palabras que puede usar en lugar de desconcertar están desconcertado o desconcertado.,Spanish
"y ya está listo para comenzar y si le ha gustado este video, no olvide darnos su aprobación con un comentario.",Spanish
"Nature es una de las más prestigiosas revistas científicas a nivel mundial,[1]​ que fue fundada por Joseph Norman Lockyer.",Spanish
"Sin embargo, no toda la información tiene cabida, y existen criterios de relevancia establecidos por consenso comunitario, de tal modo que, aunque no se rechaza a priori ningún artículo, se investigan las nuevas creaciones y se descartan las que no cumplen determinados requisitos.",Spanish
no mucho.,Spanish
"Por otra parte, existen personas que acusan a Wikipedia de difamación, y es ilustrativo el caso de Alejandro Peña Esclusa, quien afirmaba que el gobierno de su país estaba llevando contra él una campaña en la que colaboró la enciclopedia.",Spanish
"A pesar de todos estos filtros, algunos artículos publicados por la revista constituyeron famosos escándalos al demostrarse la falsedad de los resultados presentados.",Spanish
pan hecho de oro que hago con ella bueno tal vez si su sueño se hace realidad.,Spanish
"Es una medida de economía de esfuerzos que permite que los usuarios que se dedican a combatir vandalismo y revertir ediciones incorrectas, basándose en la confianza en estos usuarios, se abstengan de comprobar sus ediciones y de este modo focalicen su labor en el resto de las ediciones, disminuyendo el volumen de trabajo con menor riesgo de equivocarse.",Spanish
[135]​ A algunos usuarios que ya llevan un cierto tiempo editando en Wikipedia sin problemas se les asigna la categoría de autoconfirmados; sus ediciones aparecen en la página de cambios recientes con un fondo diferente al del resto de los usuarios.,Spanish
feliz aprendizaje y nos vemos en otra lección pronto.,Spanish
"narcisa cambió su forma de ser, luchó al principio, pero lenta y pacientemente comenzó a volverse mucho más amable un día, mellie y terry vinieron a encontrarse con marian de nuevo.",Spanish
"en lo que a mí respecta, este es el mejor restaurante de la ciudad.",Spanish
Se mapean observaciones sobre un objeto con conclusiones sobre el valor final de dicho objeto.,Spanish
undvika en fråga.,Sweedish
Trevligt att träffas.,Sweedish
"Detta har främst skett i länder med internetcensur och inskränkningar i yttrande- och tryckfriheten, på senare tid i Folkrepubliken Kina (""Kinesiska brandväggen"" bland annat sedan 23 april 2019) och Turkiet (från april 2017 till januari 2020 som skylldes på skriverier om Turkiets inblandning i Syriska inbördeskriget[40]).",Sweedish
vad tycker du om detta?,Sweedish
"I studien Wikipedians are born, not made: a study of power editors on Wikipedia[99] från 2009 bekräftar Katherine Panciera m.fl.",Sweedish
"[30] Wikipedias ursprungliga användargränssnitt kallas dess stationära vy och är utformat för webbläsare på persondatorer, exempelvis stationära datorer, med relativt stora skärmar.",Sweedish
så mycket att de glömmer vad de ska göra nu förvirrade tenderar att vara ett överanvändt ord så istället för det varför använder du inte flummox till exempel såg pojken helt ut .flummoxed när läraren ställde honom en fråga i klassen eller hunden var flummoxed ut vid sin egen reflektion i spegeln eller turisten blev uppslukad av de olika sederna som.,Sweedish
jättebra tack.,Sweedish
Jag har ingen åsikt om saken.,Sweedish
Jag älskar att du sålde mig eftersom ibland människor beskriver sin resa eller någon de köpte och de beskriver att det är så bra.,Sweedish
fraser om du har lärt dig engelska ett tag och vill fortsätta lära dig.,Sweedish
det spelar ingen roll som oroa dig inte om du tappar ditt kaffe över mig.,Sweedish
"Den mobila webbvyn accessas mer ofta än den stationära vyn, för svenskspråkiga Wikipedia sedan slutet av 2015, särskilt under semestermånader, och skillnaden växer.",Sweedish
pengar men du skulle inte få det banklånet om du inte bevisar för banken att du har tillräckligt med pengar så nästa gång du fastnar i en knepig situation kom ihåg.,Sweedish
"Engelskspråkiga Wikipedia har istället börjat tillämpa en princip om att undvika falsk balans, och tar därför ställning för etablerade vetenskapliga uppfattningar.",Sweedish
År 2014 mätte forskare vid Harvard Business School hur politiskt vinklat språket är (andelen ideologiskt laddade formuleringar) i 70 000 engelskspråkiga Wikipediaartiklar om politik.,Sweedish
"nej, du har gjort ett fantastiskt jobb.",Sweedish
Jag har ett möte med mina vänner i kväll eller jag ska möta mina vänner imorgon.,Sweedish
"Gemenskapen poängterar att administratörerna inte skall tillmätas större auktoritet i sak, utan endast stödja själva processen.",Sweedish
Jag ger dig det hemliga tipset för att låta väldigt flytande.,Sweedish
hur är läget?,Sweedish
Du kan säga till dem jag är så ledsen men jag är överbelastad med arbete eller jag har överraskat några andra ord som du kan använda i stället för översvämmad är jag har för mycket att göra.,Sweedish
Enligt Sanger främställs därför minoritetsuppfattningar bland forskare ibland som pseudovetenskap.,Sweedish
De regler som de icke-engelska utgåvorna av Wikipedia har baseras ofta på en översättning av reglerna på den engelskspråkiga Wikipedia och skrivs i Sverige utifrån lokala svenskspråkiga diskussioner.,Sweedish
"Wikiprincipen avser att det går snabbt att hitta artiklar, att det är enkelt att ändra och länka samman artiklar, att publiceringen inte fördröjs av redaktionell granskning och godkännande samt att det går snabbt att återställa ändringar till en tidigare version av artikeln.",Sweedish
ledsen att störa dig.,Sweedish
Emellertid är antal redigeringar av en Wikipediaartikel endast svagt korrelerat med antal läsare av artikeln – många populära artiklar är nya och har omarbetats få gånger.,Sweedish
"Policyer (""policies"") och riktlinjer (""guidelines"") underlättar ofta konfliktlösning men forskarna har hittat flera exempel där fundamentalt olika tolkningar av policyer inte har lett till någon lösning utan tvärtom förhindrat konsensus.",Sweedish
"[58] Den vanligaste kritiken var: Det vanligaste berömmet var: Kritik och skepsis mot Wikipedia har funnits sedan start, och var särskilt framträdande när allmänheten först började upptäcka fenomenet och olika incidenter inträffade första gången.",Sweedish
"Till skillnad från nätcommunities som har sina servrar i Sverige är Wikipedia egentligen inte skyldig att följa lagen om elektronisk kommunikation, men dess amerikanska motsvarigheter.",Sweedish
Jag kan inte tacka dig nog.,Sweedish
du frågar vad du har gjort så vad som hände i ditt liv ?.,Sweedish
"Serverklustren finns (sedan januari 2013) i delstaten Virginia och har även speglade data i casheservrar i datacenter i Amsterdam som bland annat betjänar Europa, i Singapore för Asien samt i San Francisco och Texas för Amerika.",Sweedish
kan du upprepa det för att jag inte fick det sista ordet om han vill att någon ska upprepa hela frasen igen.,Sweedish
kan du täcka mig är det dags att åka och killar jag skulle hellre åka vilket betyder att jag borde gå redan.,Sweedish
"Administratörerna kan också hindra anonyma användare, eller icke-administratörer, från redigering av sidor som ofta är föremål för attacker eller konflikter.",Sweedish
[73]  Orsaken kan vara att olika delar har redigerats av olika bidragsgivare med olika grad av språkliga färdigheter och olika syn på hur tekniskt detaljerat språket ska vara.,Sweedish
"Skrivstugor har ofta specifika teman, där Wikipediaartiklar om kvinnor är ett särskilt vanligt tema.",Sweedish
det är faktiskt kl.,Sweedish
ber om upprepning.,Sweedish
Studien inkluderar en fallstudie och ger en inblick i om hur snabbt en envis klottrares bidrag återställs och hur klottraren sedan blockeras.,Sweedish
"Flera stora Wikipediaversioner, dock ej den svenska, har infört moderering genom funktionen flagged revisions, alltså att ändringar som görs av nya eller icke inloggade användare inte visas omedelbart för icke inloggade besökare utan fördröjs tills någon tillförlitlig etablerad användare har granskat och godkänt dem.",Sweedish
Den första redigeringen gjordes av Bomis kontorskonto den 15 januari 2001 klockan 20:27 på sidan HomePage som då var namnet på förstasidan.,Sweedish
"De hade under år 2000 försökt starta uppslagsverket Nupedia, vilket dock begränsades av strikta krav på skribenterna.",Sweedish
